=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.11.21 17:05:17 =~=~=~=~=~=~=~=~=~=~=~=,,,
X,Y,Z,M
-0.39,-0.2,-0.59,0.73
0,-0.2,-0.59,0.62
-0.29,-0.39,-0.69,0.84
-0.2,-0.39,-0.69,0.81
-0.39,-0.29,-0.78,0.92
-0.29,-0.49,-0.78,0.97
-0.39,-0.2,-0.69,0.81
-0.39,-0.39,-0.59,0.81
-0.39,-0.49,-0.49,0.8
-0.49,-0.49,-0.69,0.97
0,-0.29,-0.39,0.49
-0.59,-0.49,-0.39,0.86
-0.49,-0.59,-0.39,0.86
-0.2,-0.59,0,0.62
-0.39,-0.59,-0.39,0.81
-0.2,-0.59,-0.29,0.69
-0.39,-0.59,-0.2,0.73
-0.59,-0.49,0,0.77
-0.39,-0.29,-0.29,0.57
-0.59,-0.69,-0.29,0.95
-0.39,-0.49,0,0.63
-0.69,-0.69,-0.29,1.01
-0.59,-0.88,0,1.06
-0.69,-0.69,-0.59,1.13
-0.49,-0.39,0,0.63
-0.49,-0.69,-0.49,0.97
-0.49,-0.49,-0.49,0.85
-0.39,-0.29,-0.39,0.63
-0.39,-0.59,-0.39,0.81
-0.49,-0.69,0,0.84
-0.49,-0.69,0,0.84
-0.59,-0.2,-0.29,0.69
-0.78,-0.49,-0.59,1.1
-0.78,-0.39,-0.39,0.96
-0.59,-0.49,-0.29,0.82
-0.29,-0.69,0,0.75
-0.69,0,0,0.69
-0.59,0,-0.49,0.77
-0.39,-0.59,-0.39,0.81
-0.69,0,-0.29,0.75
-0.49,0,-0.29,0.57
-0.69,0,0,0.69
-0.59,-0.29,-0.29,0.72
-0.78,0,-0.39,0.88
-0.59,-0.29,-0.39,0.77
-0.59,0,-0.59,0.83
-0.69,-0.29,-0.59,0.95
-0.69,-0.59,-0.59,1.08
-0.78,0,0,0.78
-0.49,-0.39,-0.59,0.86
-0.69,0,0,0.69
-0.88,-0.39,0,0.96
-0.78,-0.39,-0.29,0.92
-0.78,-0.2,-0.39,0.9
-0.69,-0.39,-0.39,0.88
-0.88,0,-0.59,1.06
-0.59,0,-0.78,0.98
-0.78,-0.49,-0.39,1
-0.78,-0.59,-0.59,1.14
-0.69,-0.29,-0.69,1.01
-0.69,-0.2,-0.69,0.99
-0.98,-0.39,-0.78,1.31
-0.78,-0.29,-0.49,0.97
-0.78,-0.49,-0.39,1
-0.78,-0.29,-0.29,0.89
-0.78,-0.29,-0.78,1.15
-0.59,-0.29,-0.59,0.88
-0.69,-0.2,-0.39,0.81
-0.59,0,-0.39,0.71
-0.88,0,-0.39,0.96
-0.78,-0.2,-0.29,0.86
-0.78,-0.39,-0.59,1.06
-0.59,-0.39,-0.49,0.86
-0.88,-0.49,-0.49,1.12
-0.88,-0.59,-0.59,1.21
-0.78,-0.2,-0.39,0.9
-0.78,-0.29,-0.49,0.97
-0.69,-0.49,-0.88,1.22
-0.78,-0.39,-0.59,1.06
-0.78,-0.39,-0.39,0.96
-0.78,-0.39,-0.69,1.11
-0.88,-0.2,-0.49,1.03
-0.69,-0.39,-0.49,0.93
-0.78,-0.2,-0.49,0.94
-0.88,-0.2,-0.59,1.08
-0.78,-0.29,-0.59,1.02
-0.78,-0.39,-0.29,0.92
-0.69,-0.2,-0.29,0.77
-0.88,-0.49,-0.39,1.08
-0.78,-0.29,-0.29,0.89
-0.59,-0.49,0,0.77
-0.88,-0.2,-0.39,0.98
-0.69,-0.29,0,0.75
-0.59,-0.69,0.2,0.92
-0.69,-0.88,0,1.12
-0.49,-0.29,0,0.57
-0.78,-0.2,0,0.81
-0.88,-0.39,0,0.96
-0.69,-0.39,0,0.79
-0.78,-0.39,0,0.88
-0.49,-0.49,-0.29,0.75
-0.69,-0.29,0,0.75
-0.88,-0.59,0,1.06
-0.78,0,0,0.78
-0.78,-0.49,0,0.92
-0.88,0,0,0.88
-0.88,-0.39,-0.49,1.08
-0.88,-0.2,-0.29,0.95
-0.59,-0.39,-0.39,0.81
-0.59,-0.39,0,0.71
-0.88,-0.39,0.1,0.97
-0.78,-0.39,0,0.88
-0.78,-0.39,0,0.88
-0.59,-0.39,0.2,0.73
-0.98,-0.39,0,1.06
-0.69,-0.2,0,0.71
-0.59,-0.59,0,0.83
-0.78,-0.39,0.1,0.88
-1.08,-0.49,-0.49,1.28
-0.69,-0.29,0,0.75
-0.78,-0.39,-0.39,0.96
-0.69,-0.39,0,0.79
-0.69,-0.29,0,0.75
-0.69,-0.69,0.1,0.97
-0.69,-0.39,0.1,0.8
-0.78,-0.39,0.2,0.9
-0.69,-0.69,0.1,0.97
-0.69,-0.29,0,0.75
-0.39,-0.59,0.1,0.71
-0.78,-0.39,0,0.88
-0.69,-0.29,0,0.75
-0.59,-0.39,0.29,0.77
-0.59,-0.49,0.2,0.79
-0.69,-0.59,0,0.9
-0.88,-0.29,0.2,0.95
-0.88,-0.29,0.1,0.93
-0.39,-0.39,0.29,0.63
-0.69,-0.49,0,0.84
-0.69,-0.29,0,0.75
-0.69,-0.29,0.1,0.75
-0.69,-0.49,0.29,0.89
-0.59,-0.29,0,0.66
-0.88,-0.49,0.49,1.12
-0.78,-0.49,0,0.92
-0.49,-0.2,0,0.53
-1.08,-0.39,0,1.15
-0.78,-0.29,0,0.84
-0.88,-0.29,0.1,0.93
-0.78,0,0,0.78
-0.98,-0.39,-0.39,1.13
-0.78,-0.29,0,0.84
-0.88,0,0,0.88
-0.69,0,0,0.69
-0.78,-0.29,-0.39,0.92
-0.98,-0.29,0,1.02
-0.88,-0.29,-0.29,0.97
-0.88,-0.29,0,0.93
-0.78,-0.29,-0.29,0.89
-0.98,-0.29,0,1.02
-1.08,-0.39,-0.39,1.21
-0.59,-0.49,-0.49,0.91
-0.88,-0.39,-0.39,1.04
-0.88,-0.39,0,0.96
-0.69,0,-0.39,0.79
-0.69,-0.39,-0.29,0.84
-0.78,-0.39,-0.29,0.92
-1.18,-0.49,-0.29,1.31
-0.78,-0.78,0,1.11
-0.59,0,-0.69,0.9
-0.78,-0.49,0,0.92
-0.88,-0.49,0,1.01
-0.98,-0.2,-0.78,1.27
-0.69,-0.69,-0.49,1.09
-0.69,-0.39,0,0.79
-0.78,-0.59,-0.29,1.02
-0.78,-0.29,0,0.84
-0.49,-0.2,0,0.53
-0.78,-0.98,0,1.25
-0.78,-0.39,-0.59,1.06
-0.69,-0.49,-0.39,0.93
-0.88,-0.39,-0.39,1.04
-0.78,-0.39,-0.39,0.96
-0.69,-0.59,0,0.9
-0.59,-0.39,-0.29,0.77
-0.69,-0.49,0.1,0.85
-0.49,-0.49,-0.29,0.75
-0.78,-0.29,-0.29,0.89
-0.69,-0.69,-0.29,1.01
-0.49,-0.49,0,0.69
-0.69,-0.59,-0.49,1.03
-0.78,-0.59,-0.39,1.06
-0.59,-0.2,0,0.62
-0.59,-0.49,-0.49,0.91
-0.69,-0.2,0,0.71
-0.78,-0.39,0,0.88
-0.59,-0.59,-0.49,0.96
-0.78,-0.69,0,1.04
-0.59,-0.29,-0.69,0.95
-0.88,-0.29,0,0.93
-0.69,-0.88,-0.59,1.26
-0.49,-0.49,0,0.69
-0.49,-0.69,-0.49,0.97
-0.88,-0.59,0,1.06
-0.39,-0.69,-0.39,0.88
-0.39,-0.49,-0.39,0.74
-0.39,-0.59,0,0.71
-0.78,-0.39,-0.39,0.96
-0.78,-0.39,-0.49,1
-0.78,-0.29,-0.49,0.97
-0.69,-0.39,0,0.79
-0.59,-0.59,-0.69,1.08
-0.69,-0.49,0,0.84
-0.59,-0.59,0,0.83
-0.59,-0.69,-0.49,1.03
-0.49,-0.49,0,0.69
-0.88,-0.49,0,1.01
-0.78,-0.39,-0.29,0.92
-0.49,-0.49,-0.49,0.85
-0.59,-0.69,-0.59,1.08
-0.49,-0.69,-0.49,0.97
-0.49,-0.39,-0.49,0.8
-0.59,-0.29,-0.39,0.77
-0.39,-0.78,-0.49,1
-0.59,-0.39,0,0.71
-0.69,-0.59,-0.39,0.98
-0.69,-0.39,-0.39,0.88
-0.59,-0.49,-0.49,0.91
-0.29,-0.59,-0.49,0.82
-0.59,-0.78,-0.49,1.1
-0.49,-0.39,-0.78,1
-0.49,-0.49,-0.39,0.8
-0.59,-0.49,-0.49,0.91
-0.69,-0.59,-0.49,1.03
-0.39,-0.39,0,0.55
-0.49,-0.49,-0.39,0.8
-0.49,-0.49,-0.49,0.85
-0.59,-0.29,-0.39,0.77
-0.49,-0.59,-0.78,1.1
-0.49,-0.39,-0.78,1
-0.69,-0.49,-0.39,0.93
-0.29,-0.59,0,0.66
-0.2,-0.49,0,0.53
0,-0.78,-0.69,1.04
-0.59,-0.49,-0.78,1.1
-0.39,-0.2,-0.49,0.66
-0.39,-0.49,-0.39,0.74
-0.29,-0.39,-0.49,0.69
-0.29,-0.39,-0.49,0.69
-0.29,-0.59,0,0.66
0,-0.39,-0.49,0.63
0,-0.49,-0.39,0.63
0,-0.49,0,0.49
-0.2,-0.29,-0.78,0.86
0,-0.59,-0.59,0.83
0,-0.39,0,0.39
-0.29,-0.2,-0.39,0.53
0,0,-0.59,0.59
-0.29,-0.49,-0.29,0.64
0,-0.39,-0.49,0.63
-0.2,-0.49,-0.69,0.87
0,-0.49,-0.69,0.84
0,-0.49,-0.78,0.92
0,-0.39,0,0.39
0,-0.39,-0.49,0.63
0,-0.39,-0.2,0.44
-0.2,-0.39,-0.49,0.66
0,-0.49,0,0.49
0,-0.49,-0.39,0.63
-0.2,-0.49,-0.69,0.87
0,-0.29,-0.49,0.57
0,-0.49,-0.49,0.69
0.1,-0.78,-0.49,0.93
0.29,-0.29,-0.69,0.8
0,-0.49,-0.69,0.84
0,-0.29,-0.59,0.66
0.2,-0.59,-0.78,1
0,-0.29,-0.69,0.75
0.29,-0.59,-0.39,0.77
0.29,-0.2,-0.78,0.86
0,-0.69,-0.59,0.9
0,-0.39,-0.88,0.96
0.1,-0.2,-0.59,0.63
0.29,0,-0.49,0.57
0.29,-0.39,-0.59,0.77
0.29,-0.29,-0.69,0.8
0.29,-0.29,-0.49,0.64
0.2,-0.29,-0.39,0.53
0.39,-0.59,-0.39,0.81
0.49,-0.29,-0.39,0.69
0.39,-0.39,-0.78,0.96
0.49,-0.29,-0.49,0.75
0.59,-0.2,-0.59,0.85
0.39,0,-0.98,1.06
0.69,-0.29,-0.69,1.01
0.69,-0.49,-0.49,0.97
0.69,-0.39,-0.59,0.98
0.69,0,-0.69,0.97
0.69,-0.39,-0.88,1.18
0.59,-0.69,-0.49,1.03
0.78,0,-0.78,1.11
1.08,-0.2,-0.49,1.2
0.78,-0.59,-0.69,1.2
0.98,0,-0.59,1.14
0.88,-0.39,-0.78,1.24
0.98,0,-0.39,1.06
1.08,0,-0.78,1.33
1.18,-0.39,-0.78,1.47
1.08,-0.2,-0.88,1.41
1.37,-0.29,-0.59,1.52
0.98,0,-0.59,1.14
0.98,-0.29,-0.59,1.18
1.27,-0.2,-0.59,1.42
1.18,-0.2,-0.49,1.29
1.08,-0.49,-0.78,1.42
1.27,-0.49,-0.69,1.53
1.37,-0.2,-0.78,1.59
1.47,0,-0.78,1.67
1.57,-0.39,-0.78,1.8
1.37,-0.39,-0.59,1.54
1.67,-0.2,-0.69,1.81
1.57,-0.49,-0.49,1.71
1.57,-0.29,-0.59,1.7
1.57,-0.2,-0.69,1.72
1.76,0,-0.49,1.83
1.67,-0.59,-0.39,1.81
1.76,-0.2,-0.88,1.98
1.67,0,-0.88,1.88
1.86,-0.39,-0.59,1.99
1.47,0,-1.08,1.82
1.27,0,-0.78,1.5
1.57,0,-1.08,1.9
2.45,-0.39,-1.27,2.79
7.64,0.1,-1.86,7.87
6.76,1.18,-2.45,7.29
-0.2,0,-0.59,0.62
91.21,-136.08,-124.81,205.94
-166.64,24.88,29.19,171
-2.94,-81.9,16.07,83.51
-61.33,-8.03,7.05,62.25
38.89,-8.52,-13.52,42.05
-41.44,-7.94,-9.5,43.25
-19.69,200.54,-4.02,201.54
-11.46,-7.74,-2.45,14.05
12.54,-13.42,6.96,19.64
-4.21,-6.27,-0.78,7.59
4.7,0.98,-0.98,4.9
-1.08,3.04,-0.29,3.24
-0.2,-0.59,-5.49,5.52
-1.37,-4.7,-6.66,8.27
-2.35,0.29,-3.33,4.09
2.35,2.45,-1.67,3.78
1.27,-1.57,0,2.02
1.76,-1.18,0.39,2.16
-0.39,-0.98,0.29,1.1
2.35,0,1.27,2.67
-1.37,1.96,-0.49,2.44
-0.78,-0.98,5.88,6.01
0,8.03,5.09,9.51
2.25,-4.9,-4.31,6.9
-0.78,-1.96,-0.69,2.22
-0.49,-0.49,-0.98,1.2
-0.59,-2.84,0.2,2.91
-0.78,-0.29,1.67,1.86
-1.18,-3.13,-9.4,9.98
1.47,-1.86,-11.07,11.32
-3.53,0,-7.05,7.89
-2.06,-0.2,0,2.07
-5.88,0.69,-0.59,5.95
4.11,6.96,14.6,16.68
-0.29,-2.45,2.35,3.41
-4.21,-0.69,1.57,4.55
3.92,-0.39,3.82,5.49
2.16,-2.74,-2.06,4.05
-3.62,1.67,1.67,4.32
4.02,-0.49,-0.98,4.16
-2.16,0,-3.13,3.8
-1.67,-1.08,0.59,2.07
0.59,0.49,0.2,0.79
0.88,0.2,-2.65,2.8
0.98,-1.67,-0.49,1.99
-0.78,-0.98,-0.29,1.29
0.88,-0.49,-0.39,1.08
0,-0.88,-0.39,0.96
0.59,0,-0.29,0.66
4.41,70.63,-24.1,74.76
5.39,-49.08,21.16,53.72
4.8,1.37,4.31,6.6
-0.69,-7.64,-1.18,7.76
-5.29,10.97,-8.33,14.76
12.25,-0.29,1.96,12.41
1.96,-0.29,2.06,2.86
-1.27,0.39,0.88,1.6
0.98,-0.88,2.35,2.7
2.25,-2.06,-0.29,3.07
-0.69,-0.59,-3.13,3.26
2.45,-0.78,-1.47,2.96
-0.78,1.18,4.41,4.63
0.69,0,2.45,2.54
-0.29,-5.68,12.54,13.77
-4.6,-3.04,-2.45,6.04
0.88,1.96,-6.37,6.72
4.7,0.98,1.18,4.95
-2.45,-0.2,3.13,3.98
-0.78,-0.59,3.13,3.28
1.57,-0.39,-0.78,1.8
-0.29,0.49,-1.27,1.4
-1.96,-1.18,0.39,2.32
0.69,-1.18,0.1,1.36
1.47,-1.18,2.45,3.09
0.29,-0.98,1.86,2.12
-0.39,0.69,-1.57,1.76
0.29,1.27,3.13,3.4
-0.39,-0.78,0.88,1.24
0,-1.18,0.78,1.41
0,-0.69,1.08,1.28
0.29,-0.39,0.1,0.5
-0.29,-0.2,0.39,0.53
0,-0.39,0,0.39
0.2,-0.49,0,0.53
0,-0.78,1.27,1.5
0,0,0.59,0.59
0.1,-0.29,0.88,0.93
0,0,-0.39,0.39
0.2,-0.69,1.37,1.55
-0.59,0,0.69,0.9
0.39,-0.2,0.39,0.59
0.1,-0.29,0.29,0.43
0,-0.49,0.78,0.92
-0.2,-0.2,0.49,0.56
0.29,-0.39,0.69,0.84
0.39,-0.2,0,0.44
0,-0.69,0.88,1.12
0.2,-0.49,0.59,0.79
0,-0.39,0.88,0.96
0.2,-0.29,0,0.35
0,-0.39,0.49,0.63
0.1,-0.59,0.78,0.98
0,-0.69,0.78,1.04
0.29,-0.2,0.69,0.77
0.2,-0.29,0.59,0.69
0.29,-0.29,0.59,0.72
0,-0.69,0.39,0.79
0,-0.29,0.98,1.02
0.29,-0.49,0.49,0.75
0,-0.2,0.88,0.9
0,-0.59,0.49,0.77
0.1,-0.69,0.69,0.97
0.1,-0.69,0.69,0.97
0.29,-0.39,0.39,0.63
0,-0.78,0.78,1.11
-0.29,-0.29,0.29,0.51
0.2,-0.49,0.59,0.79
0.2,-0.49,0.69,0.87
0.2,-0.49,0.29,0.6
0,-0.29,0.78,0.84
0.2,0,0.78,0.81
0.2,-0.29,0.39,0.53
0.1,-0.49,0.78,0.93
0.1,-0.69,0.49,0.85
0.1,0,0.78,0.79
0,-0.39,0.59,0.71
0.1,-0.39,0.49,0.63
0,-0.29,0.69,0.75
0.2,-0.49,0.59,0.79
0,-0.2,0.39,0.44
0.1,-0.49,0.88,1.01
0.39,-0.39,0.69,0.88
0.2,-0.49,0.78,0.94
0,-0.49,0.88,1.01
0,-0.39,0.59,0.71
0.1,-0.39,0.88,0.97
0.2,-0.78,0.59,1
0,-0.39,0.78,0.88
0,-0.2,0.98,1
0.2,-0.39,0.88,0.98
0,-0.29,0.49,0.57
0.1,-0.49,0.59,0.77
0,-0.39,0.39,0.55
0,-0.39,0.69,0.79
0,-0.39,0.59,0.71
0,-0.2,0.69,0.71
0.1,-0.39,0.78,0.88
0.1,-0.39,0.69,0.8
0.2,-0.59,0.59,0.85
0.29,-0.49,0.78,0.97
0,-0.49,0.78,0.92
0,-0.2,0.49,0.53
0.1,-0.59,0.49,0.77
0,-0.49,0.49,0.69
0.2,-0.78,0.29,0.86
0.1,0,0.39,0.4
0.1,-0.39,0.69,0.8
0,-0.49,0.39,0.63
0,-0.49,0.39,0.63
0.2,0,0.69,0.71
0.2,-0.2,0.98,1.02
0,-0.39,0.69,0.79
0,0,0.69,0.69
0.1,0,0.59,0.6
0,0,0.59,0.59
0.1,-0.29,0.78,0.84
0.1,-0.39,0.39,0.56
0.1,-0.39,0.88,0.97
0,-0.29,0.59,0.66
0,0,0.59,0.59
0.2,-0.39,0.78,0.9
0.2,-0.59,0.59,0.85
0,-0.39,1.18,1.24
0,0,0.69,0.69
0.29,-0.39,0.49,0.69
0.1,-0.49,0.49,0.7
0,-0.59,0.49,0.77
0,-0.2,1.27,1.29
0.1,-0.49,1.47,1.55
0.1,-0.49,1.18,1.28
0,-1.08,0.69,1.28
0.49,-0.88,2.06,2.29
0,-0.78,1.27,1.5
0,-0.2,1.57,1.58
0,-0.98,2.16,2.37
0.1,-0.78,1.76,1.93
0,-0.69,2.25,2.36
0.1,-0.59,3.04,3.09
0.29,-0.98,2.45,2.65
0.2,-0.98,2.94,3.1
0.59,-0.59,3.13,3.24
0.2,-0.88,2.74,2.89
0.39,-0.78,2.65,2.79
0.39,-0.69,2.55,2.67
0,-0.78,2.06,2.2
0.98,-0.59,2.16,2.44
-0.2,0,2.65,2.65
0.39,-0.78,3.04,3.16
0,-0.78,1.96,2.11
0,-0.39,0.98,1.06
0.2,-1.08,2.45,2.68
0.49,-0.39,2.55,2.62
0,-0.49,1.47,1.55
0.2,0,1.86,1.87
0.1,-0.78,2.65,2.76
0.49,0.59,2.94,3.04
0,0,1.67,1.67
0.29,0.39,1.86,1.92
0,-0.98,1.18,1.53
0,-0.59,2.25,2.33
0.69,0,2.35,2.45
0.1,0,0.39,0.4
0.39,0,1.96,2
0.88,-1.37,1.67,2.33
0.39,0.1,1.27,1.34
0.2,0,1.76,1.77
0.29,-0.49,2.16,2.23
0.2,-0.78,1.27,1.51
0.2,0,1.67,1.68
0.2,-0.39,1.86,1.91
0.39,-0.59,1.37,1.54
0.49,-0.39,0.69,0.93
0.59,-0.39,1.67,1.81
0.59,0,1.86,1.95
0.1,0.29,1.76,1.79
0.59,0.2,1.96,2.05
0.29,0.29,1.47,1.53
0.59,0,2.06,2.14
0.39,0,2.35,2.38
0.39,0,1.86,1.9
0.49,0,1.76,1.83
0.69,-0.49,1.76,1.95
0.29,0,1.47,1.5
0.39,0,1.57,1.62
0.59,0,1.67,1.77
0.49,-0.2,1.37,1.47
0.29,-0.29,1.47,1.53
0.59,-0.69,1.57,1.81
0.39,0,1.08,1.15
0.29,-0.29,1.37,1.43
0.29,-0.2,0.88,0.95
0.39,-0.59,0.78,1.06
0.29,0,1.08,1.12
0.69,0,1.27,1.45
0.29,-0.2,0.98,1.04
0.49,-0.49,0.98,1.2
0.49,-0.59,0.78,1.1
0.49,0,0.69,0.84
0.39,-0.39,1.76,1.85
0.39,-0.2,1.27,1.35
0.29,-0.2,0.69,0.77
0.29,-0.29,0.88,0.97
0.69,-0.39,0.78,1.11
0.2,-0.78,0.78,1.13
0.39,-0.49,1.76,1.87
0.39,-0.78,0.59,1.06
0.39,0.1,1.08,1.15
0.29,-0.39,0.69,0.84
0.2,-0.39,0.69,0.81
0.49,0,0.78,0.92
0.2,-0.39,0.69,0.81
0.39,-0.39,0.59,0.81
0.59,0,1.08,1.23
0.49,-0.29,0.98,1.13
0,-0.29,0.78,0.84
0.59,-0.69,0.78,1.2
0.39,-0.49,0.78,1
0.29,-0.49,0.78,0.97
0.2,-0.49,0.39,0.66
0.2,0,0.49,0.53
0.39,-0.88,0.49,1.08
0.29,-0.78,0.59,1.02
0.29,-0.69,0.59,0.95
0.39,-0.59,0.59,0.92
0.39,-0.69,0.49,0.93
0.39,-0.88,0.39,1.04
0.49,-1.08,0.29,1.22
0.2,-0.69,0.49,0.87
0.39,-0.78,0.2,0.9
0.2,-0.39,0,0.44
0.49,-1.18,0.1,1.28
0.2,-0.88,0.2,0.92
0,-0.29,0.1,0.31
0.2,-0.59,0.2,0.65
0,-0.39,0.2,0.44
0.29,-0.78,0,0.84
0,-0.39,0.1,0.4
0.2,-0.49,0.1,0.54
0.29,-0.39,0,0.49
0.1,-0.29,0,0.31
0.39,-0.39,0.1,0.56
0,-0.39,0.2,0.44
0.2,-0.49,-0.39,0.66
0,-0.29,-0.29,0.42
0,-0.49,0,0.49
0,-0.69,-0.29,0.75
0,-0.49,-0.29,0.57
0,-0.78,-0.39,0.88
0,-0.69,-0.29,0.75
0.1,-0.59,0,0.6
0,-0.88,-0.29,0.93
0,-0.88,0,0.88
0,-0.69,0,0.69
0,-0.78,0,0.78
0,-0.39,0,0.39
0,-0.69,0,0.69
0,-0.59,0,0.59
0.2,-0.59,0.29,0.69
0.1,-0.49,0,0.5
0.2,-0.69,0,0.71
-0.2,-0.88,0,0.9
0,-0.78,0,0.78
0,-0.78,-0.49,0.92
0,-0.69,0,0.69
0.1,0,0,0.1
0,-0.49,-0.29,0.57
-0.29,-0.69,-0.49,0.89
0,-0.69,0,0.69
-0.2,-0.69,0,0.71
-0.2,-0.49,0,0.53
-0.39,-0.39,-0.49,0.74
-0.29,-0.59,-0.39,0.77
-0.2,-0.49,-0.59,0.79
-0.2,-0.39,-0.59,0.73
0,-0.88,-0.39,0.96
-0.39,-0.69,-0.29,0.84
-0.2,-0.78,-0.59,1
-0.29,-0.78,-0.39,0.92
0,0,-0.49,0.49
-0.29,-0.39,-0.39,0.63
-0.29,-0.39,-0.59,0.77
-0.2,-0.29,0,0.35
0,-0.29,0,0.29
-0.2,-0.29,-0.78,0.86
0,-0.2,-0.29,0.35
-0.49,-0.49,0,0.69
-0.49,-0.39,-0.49,0.8
-0.49,-0.29,-0.39,0.69
-0.59,-0.2,-0.49,0.79
-0.39,-0.59,-0.29,0.77
-0.29,-0.29,-0.49,0.64
-0.49,-0.49,-0.69,0.97
-0.49,-0.29,-0.39,0.69
-0.59,-0.39,-0.2,0.73
-0.49,-0.29,-0.69,0.89
-0.49,-0.49,0,0.69
-0.29,-0.59,-0.29,0.72
-0.2,-0.49,-0.29,0.6
-0.59,-0.59,0,0.83
-0.49,-0.49,-0.39,0.8
-0.39,-0.2,0,0.44
-0.49,-0.29,-0.29,0.64
-0.39,-0.39,-0.59,0.81
-0.49,-0.69,-0.39,0.93
-0.49,-0.29,0,0.57
-0.69,-0.49,-0.29,0.89
-0.78,-0.49,-0.39,1
-0.59,0,-0.39,0.71
-0.59,-0.2,-0.29,0.69
-0.49,-0.2,0,0.53
-0.59,-0.49,-0.29,0.82
-0.59,-0.59,-0.39,0.92
-0.39,-0.39,-0.29,0.63
-0.39,-0.59,-0.59,0.92
-0.59,-0.39,-0.39,0.81
-0.69,0,-0.59,0.9
-0.98,-0.29,-0.69,1.23
-0.59,0.1,-0.29,0.66
-0.49,0,-0.59,0.77
-0.69,-0.29,-0.69,1.01
-0.59,0,-0.49,0.77
-0.88,0,-0.69,1.12
-0.59,0.1,-0.29,0.66
-0.69,-0.39,-0.39,0.88
-0.88,0,-0.69,1.12
-0.69,-0.39,-0.49,0.93
-0.69,0,-0.59,0.9
-0.59,-0.1,-0.49,0.77
-0.78,0,-0.49,0.92
-0.69,-0.29,-0.39,0.84
-0.98,-0.2,-0.49,1.11
-0.39,-0.29,-0.39,0.63
-0.59,-0.29,-0.39,0.77
-0.88,-0.49,-0.39,1.08
-0.59,-0.29,-0.29,0.72
-0.69,-0.59,-0.59,1.08
-0.69,-0.2,-0.39,0.81
-0.88,0,-0.59,1.06
-0.69,-0.29,-0.39,0.84
-0.69,-0.39,-0.49,0.93
-0.78,0,-0.29,0.84
-0.78,-0.29,-0.39,0.92
-0.59,-0.29,0,0.66
-0.78,-0.49,0,0.92
-0.78,-0.59,-0.49,1.1
-0.88,-0.29,-0.39,1.01
-0.59,-0.2,-0.49,0.79
-0.78,-0.39,-0.39,0.96
-0.88,-0.39,-0.49,1.08
-0.98,-0.29,-0.29,1.06
-0.78,-0.49,-0.49,1.05
-0.69,-0.39,-0.39,0.88
-0.49,-0.39,-0.49,0.8
-0.78,-0.29,-0.49,0.97
-0.78,-0.29,-0.49,0.97
-0.78,-0.39,-0.49,1
-0.59,-0.39,-0.29,0.77
-0.49,-0.29,-0.49,0.75
-0.69,-0.39,-0.49,0.93
-0.59,-0.59,-0.69,1.08
-0.69,-0.29,-0.39,0.84
-0.69,-0.29,-0.39,0.84
-0.88,-0.39,-0.49,1.08
-0.78,-0.49,-0.39,1
-0.78,-0.29,-0.39,0.92
-0.98,0,-0.49,1.1
-0.78,0,-0.49,0.92
-0.59,-0.39,0,0.71
-0.78,-0.29,-0.29,0.89
-0.69,-0.2,0,0.71
-0.78,-0.49,-0.29,0.97
-0.49,0,0,0.49
-0.78,-0.2,0,0.81
-0.29,-0.29,-0.39,0.57
-0.59,-0.39,-0.29,0.77
-0.78,-0.2,-0.39,0.9
-0.69,-0.39,0,0.79
-0.69,-0.49,-0.29,0.89
-0.69,-0.49,-0.39,0.93
-0.98,0,-0.29,1.02
-0.69,-0.49,-0.49,0.97
-0.78,-0.2,0,0.81
-0.78,-0.49,-0.59,1.1
-0.88,-0.29,0,0.93
-0.69,-0.39,-0.29,0.84
-0.59,-0.49,0,0.77
-0.59,-0.39,-0.39,0.81
-0.69,-0.98,0,1.2
-0.69,-0.69,0,0.97
-0.78,-0.49,-0.49,1.05
-0.59,-0.59,0,0.83
-0.88,-0.49,0,1.01
-0.88,-0.78,0,1.18
-0.69,-0.49,-0.29,0.89
-0.59,-0.78,0,0.98
-0.78,-0.39,-0.39,0.96
-0.59,-0.59,0,0.83
-0.88,-0.59,0,1.06
-0.69,-0.29,0,0.75
-0.78,-0.49,0.29,0.97
-0.69,-0.59,0,0.9
-0.78,-0.78,0,1.11
-0.88,-0.69,0,1.12
-0.98,-0.39,0,1.06
-0.88,-0.49,0,1.01
-0.69,-0.59,0,0.9
-0.88,-0.49,0,1.01
-0.88,-0.39,-0.59,1.13
-0.78,-0.39,-0.49,1
-0.88,-0.39,0,0.96
-0.78,-0.39,0,0.88
-0.59,-0.39,0,0.71
-0.78,-0.29,0.1,0.84
-0.59,-0.39,0,0.71
-0.78,-0.2,0,0.81
-0.78,-0.29,0,0.84
-0.78,-0.39,0,0.88
-0.88,-0.39,0,0.96
-0.59,-0.69,0,0.9
-0.78,-0.39,0,0.88
-0.88,-0.39,0,0.96
-0.98,-0.29,0,1.02
-0.78,0,-0.49,0.92
-0.78,0,0,0.78
-0.59,-0.29,-0.29,0.72
-0.78,-0.2,-0.39,0.9
-0.69,-0.29,0,0.75
-0.88,0,-0.49,1.01
-1.08,-0.59,-0.49,1.32
-0.98,-0.39,-0.39,1.13
-0.59,-0.2,0,0.62
-0.59,-0.2,0,0.62
-0.59,0,-0.78,0.98
-1.08,-0.49,-0.49,1.28
-0.78,-0.49,0,0.92
-0.88,-0.29,0,0.93
